Caprice No. 7,Paganini,A minor,6/8,"moderate,fast","octaves,tenths,upbow staccato,arpeggios,chords,downbow staccato,extreme positions",10,,,,,Etude,Paganini - 24 Caprices
Caprice No. 8,Paganini,C minor,4/4,moderate,"octave trills,octaves,thirds,sixths",10,,,,,Etude,Paganini - 24 Caprices
Caprice No. 9,Paganini,E major,2/4,moderate,"thirds,chords,extensions,octaves",8,,,,,Etude,Paganini - 24 Caprices
Caprice No. 10,Paganini,G minor,6/8,fast,"upbow staccato,trills,octaves,string crossings,extensions",9,,,,,Etude,Paganini - 24 Caprices
Caprice No. 11,Paganini,C major,3/4,"slow,fast","chords,string crossings,extensions,large string crossings",9,,,,,Etude,Paganini - 24 Caprices
Caprice No. 12,Paganini,Ab major,4/4,fast,"slurs,string crossings,extensions,tenths,accents,metrically offset slurs",10,,,,,Etude,Paganini - 24 Caprices
Caprice No. 13,Paganini,Bb major,6/8,"moderate,fast","thirds,portato,octaves,string crossings",8,,,,,Etude,Paganini - 24 Caprices
Caprice No. 14,Paganini,Eb major,2/4,moderate,"chords,extensions",8,,,,,Etude,Paganini - 24 Caprices
Caprice No. 15,Paganini,E minor,6/8,"moderate,fast","octaves,arpeggios,upbow staccato",9,,,,,Etude,Paganini - 24 Caprices
Caprice No. 16,Paganini,G minor,3/4,fast,"detaché,string crossings,extensions,large string crossings",8,,,,,Etude,Paganini - 24 Caprices
Caprice No. 17,Paganini,Eb major,4/4,"slow,fast","runs,thirds,sixths,chromatic scales,fingered octaves",10,,,,,Etude,Paganini - 24 Caprices
Caprice No. 18,Paganini,C major,6/8,"moderate,fast","thirds,spiccato",8,,,,,Etude,Paganini - 24 Caprices
Caprice No. 19,Paganini,Eb major,4/4,"moderate,fast","octaves,hooked spiccato,string crossings,sul g,compound melody",8,,,,,Etude,Paganini - 24 Caprices
Caprice No. 20,Paganini,D major,6/8,"moderate,fast","sixths,chords,trills,slurs",8,,,,,Etude,Paganini - 24 Caprices
Caprice No. 21,Paganini,A major,4/4,"slow,fast","sixths,runs,upbow staccato,sul d",9,,,,,Etude,Paganini - 24 Caprices
Caprice No. 22,Paganini,F major,6/8,"moderate,fast","sixths,thirds,tenths,upbow staccato,trills,string crossings",8,,,,,Etude,Paganini - 24 Caprices
Caprice No. 23,Paganini,Eb major,6/8,"slow,moderate,fast","octaves,glissando,string crossings,chords",9,,,,,Etude,Paganini - 24 Caprices
Caprice No. 24,Paganini,A minor,2/4,fast,"arpeggios,string crossings,slurs,octaves,sul g,chromatic scales,thirds,tenths,chords,left hand pizzicato",9,,,,,Etude,Paganini - 24 Caprices
Etude No. 1,Kreutzer,A minor,4/4,slow,"legato,slurs,string crossings,sul d,sul a,trills",5,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 2,Kreutzer,C major,4/4,fast,"detaché,slurs,hooked staccato,ricochet",5,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 3,Kreutzer,C major,4/4,fast,"detaché,slurs,hooked staccato,ricochet,shifting",5,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 4,Kreutzer,C major,4/4,fast,"upbow staccato,accents,arpeggios",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 5,Kreutzer,Eb major,4/4,fast,"detaché,staccato,slurs,hooked staccato",5,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 6,Kreutzer,C major,4/4,moderate,"martelé,string crossings",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 7,Kreutzer,D major,4/4,fast,"martelé,string crossings,octaves,large string crossings",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 8,Kreutzer,E major,6/8,fast,"detaché,arpeggios,slurs,spiccato,hooked staccato,upbow staccato",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 9,Kreutzer,F major,3/4,fast,"left hand articulation,slurs,extensions,shifting,string crossings",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 10,Kreutzer,G major,4/4,fast,"arpeggios,extensions,retain position",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 11,Kreutzer,E major,4/4,moderate,"slurs,shifting,sul a",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 12,Kreutzer,A minor,4/4,fast,"arpeggios,detaché",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 13,Kreutzer,A major,4/4,fast,"slurs,string crossings,chords",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 14,Kreutzer,A major,4/4,fast,"slurs,string crossings,extensions",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 15,Kreutzer,Bb major,4/4,fast,"trills,accents",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 16,Kreutzer,D major,4/4,moderate,"staccato,trills",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 17,Kreutzer,Bb major,4/4,moderate,"trills,staccato,string crossings,octaves",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 18,Kreutzer,G major,4/4,moderate,"staccato,trills,shifting,slurs",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 19,Kreutzer,D major,4/4,moderate,"trills,slurs,shifting",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 20,Kreutzer,A major,4/4,fast,"trills,accents,slurs",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 21,Kreutzer,D major,4/4,moderate,"staccato,trills",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 22,Kreutzer,Ab major,4/4,moderate,"slurs,trills,string crossings",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 23,Kreutzer,Bb major,4/4,slow,"slurs,runs,string crossings",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 24,Kreutzer,G minor,4/4,fast,"octaves,detaché",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 25,Kreutzer,G major,4/4,fast,"octaves,string crossings,slurs",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 26,Kreutzer,Eb major,4/4,moderate,"retain position,detaché,tenths",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 27,Kreutzer,D minor,4/4,moderate,"slurs,string crossings",6,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 28,Kreutzer,E minor,4/4,slow,"upbow staccato,trills,string crossings,legato,tenths,double stops",7,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 29,Kreutzer,D major,4/4,moderate,"slurs,string crossings",7,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 30,Kreutzer,Bb major,4/4,moderate,"detaché,string crossings,extensions,arpeggios,retain position",7,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 31,Kreutzer,C minor,4/4,fast,"trills,chromatic neighbors,extensions",7,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 32,Kreutzer,F major,4/4,moderate,"double stops,slurs,shifting",7,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 33,Kreutzer,F major,4/4,moderate,"thirds,double stops",7,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 34,Kreutzer,D major,4/4,moderate,"double stops,extensions",7,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 35,Kreutzer,E major,4/4,moderate,"double stops,chords,thirds,extensions",7,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 36,Kreutzer,G major,4/4,moderate,"staccato,double stops,hooked staccato",7,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 37,Kreutzer,F minor,4/4,fast,"retain position,chords,double stops",7,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 38,Kreutzer,D major,4/4,moderate,"double stops,slurs",7,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 39,Kreutzer,A major,2/4,moderate,"double stops,slurs,polyphony,unisons,extensions",7,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 40,Kreutzer,Bb major,3/4,moderate,"trills,slurs,double stops",7,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 41,Kreutzer,F major,4/4,slow,"double stops,chords,double trills,extensions,unisons",7,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 42,Kreutzer,D minor,6/8,moderate,"double stops,polyphony,staccato,chords,extensions,tenths",7,,,,,Etude,Kreutzer - 42 Etudes
Etude No. 1,Dont,F major,3/8,moderate,chords,7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 2,Dont,A minor,4/4,fast,"detaché,accents,extensions,chromatic neighbors",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 3,Dont,G major,4/4,fast,"arpeggios,extensions,retain position",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 4,Dont,G major,3/8,moderate,"chords,sixths,ricochet",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 5,Dont,G minor,12/8,fast,"string crossings,detaché,tenths,extensions",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 6,Dont,D major,3/8,moderate,"trills,shifting",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 7,Dont,G major,4/4,fast,"string crossings,tenths,extensions,slurs",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 8,Dont,C major,2/4,fast,"thirds,slurs,shifting",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 9,Dont,E minor,2/4,fast,"chords,trills,extensions,uneven bowing patterns",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 10,Dont,G major,4/4,fast,"chords,spiccato,extensions",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 11,Dont,B minor,2/4,moderate,"chords,polyphony",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 12,Dont,G major,3/8,moderate,"chords,double stops,arpeggios",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 13,Dont,D minor,2/4,fast,"spiccato,string crossings,slurs,extensions,uneven bowing patterns",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 14,Dont,F minor,2/4,moderate,"double stops,slurs,chords",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 15,Dont,A major,2/4,fast,"trills,shifting,sul a,sul d,sul g,chromatic neighbors",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 16,Dont,F# minor,6/8,fast,"martelé,sixths,thirds,tenths",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 17,Dont,D major,4/4,fast,"arpeggios,shifting,retain position",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 18,Dont,A minor,2/4,fast,"double stops,slurs,extensions",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 19,Dont,C major,2/2,fast,"arpeggiated ricochet,chords,extensions",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 20,Dont,E major,6/8,fast,"spiccato,arpeggios,string crossings,extensions",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 21,Dont,A major,6/8,moderate,"double stops,slurs,arpeggios,extensions,polyphony",7,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 22,Dont,D major,4/4,fast,"trills,slurs,string crossings,tenths,metrically offset slurs",8,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 23,Dont,G minor,12/8,moderate,"chords,extensions,sul g,hooked spiccato",8,chords in high position starting on g string,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 24,Dont,Eb minor,4/4,moderate,"chords,extensions,arpeggios,octaves,double stops,tenths",8,,,,,Etude,Dont - Etudes and Caprices Op. 35
Etude No. 1,Gaviniès,Eb major,2/4,fast,"trills,extensions,double stops,tenths,thirds",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 2,Gaviniès,C minor,2/4,fast,"large string crossings,retain position,slurs,string crossings,uneven bowing patterns,metrically offset slurs",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 3,Gaviniès,C major,4/4,fast,"slurs,string crossings,extensions,tenths,uneven bowing patterns",8,consecutive slurred string crossings,,,,Etude,Gaviniès - 24 Matinées
Etude No. 4,Gaviniès,G major,3/8,moderate,"trills,slurs,string crossings,retain position,octaves,extensions",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 5,Gaviniès,D major,3/4,fast,"extensions,arpeggios,trills,staccato,string crossings,retain position,tenths",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 6,Gaviniès,D minor,4/4,fast,"string crossings,slurs,trills,extensions,retain position",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 7,Gaviniès,Bb major,2/4,fast,"hooked spiccato,slurs,string crossings,trills",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 8,Gaviniès,G minor,3/4,fast,"large string crossings,retain position,extensions,uneven bowing patterns",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 9,Gaviniès,Bb major,4/4,fast,"slurs,string crossings,extensions,tenths,uneven bowing patterns",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 10,Gaviniès,Bb minor,4/4,fast,"slurs,string crossings,extensions,trills",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 11,Gaviniès,F minor,2/4,fast,"large string crossings,extensions,metrically offset slurs",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 12,Gaviniès,C minor,2/4,fast,"string crossings,slurs,shifting,extensions,thirds",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 13,Gaviniès,C major,6/8,fast,"large string crossings,retain position,trills,string crossings,slurs,extensions,uneven bowing patterns,metrically offset slurs",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 14,Gaviniès,A major,6/8,fast,"large string crossings,tenths,slurs,string crossings,retain position,extensions",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 15,Gaviniès,D minor,4/4,slow,"thirds,double trills,double stops,polyphony",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 16,Gaviniès,E minor,4/4,fast,"trills,slurs,string crossings,extensions",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 17,Gaviniès,A minor,4/4,fast,"slurs,string crossings,tenths,extensions,retain position,trills,metrically offset slurs",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 18,Gaviniès,A major,4/4,fast,"trills,retain position,slurs,string crossings,large string crossings,extensions",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 19,Gaviniès,E major,4/4,fast,"staccato,string crossings,arpeggios,extensions,tenths,slurs",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 20,Gaviniès,B minor,2/4,fast,"retain position,extensions,octaves,tenths",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 21,Gaviniès,F# minor,4/4,fast,"large string crossings,trills,string crossings,slurs,extensions,uneven bowing patterns",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 22,Gaviniès,G minor,4/4,fast,"large string crossings,extensions,tenths",8,great for double string crossings,,,,Etude,Gaviniès - 24 Matinées
Etude No. 23,Gaviniès,C minor,4/4,fast,"slurs,string crossings",8,,,,,Etude,Gaviniès - 24 Matinées
Etude No. 24,Gaviniès,C minor,4/4,moderate,"chords,extensions,double stops,polyphony,trills,slurs,string crossings,arpeggiated ricochet",8,,,,,Etude,Gaviniès - 24 Matinées
Caprice No. 1,Rode,C major,3/4,"slow,moderate","staccato,trills,legato",7,,,,,Etude,Rode - 24 Caprices
Caprice No. 2,Rode,A minor,6/8,moderate,"string crossings,octaves,detaché,forte-piano,extensions",7,,,,,Etude,Rode - 24 Caprices
Caprice No. 3,Rode,G major,3/4,fast,"retain position,slurs,string crossings",7,2nd position only,,,,Etude,Rode - 24 Caprices
Caprice No. 4,Rode,G major,6/8,"slow,fast",detaché,7,lifting and replacing higher finger on string repeatedly,,,,Etude,Rode - 24 Caprices
Caprice No. 5,Rode,D major,4/4,moderate,"detaché,extensions,large string crossings,staccato,string crossings",7,sextuplets alternating with duples,,,,Etude,Rode - 24 Caprices
Caprice No. 6,Rode,D major,3/4,"slow,moderate","sul g,legato,detaché",7,,,,,Etude,Rode - 24 Caprices
Caprice No. 7,Rode,A major,4/4,moderate,"upbow staccato,sforzando,downbow staccato",7,,,,,Etude,Rode - 24 Caprices
Caprice No. 8,Rode,F# minor,12/8,moderate,"detaché,string crossings,arpeggios,sforzando",7,,,,,Etude,Rode - 24 Caprices
Caprice No. 9,Rode,E major,3/4,"slow,moderate","legato,retain position,detaché",7,4th position only,,,,Etude,Rode - 24 Caprices
Caprice No. 10,Rode,C# minor,3/8,moderate,"retain position,detaché",7,3rd position,,,,Etude,Rode - 24 Caprices
Caprice No. 11,Rode,B major,4/4,fast,"thirds,slurs,arpeggios",7,,,,,Etude,Rode - 24 Caprices
Caprice No. 12,Rode,G# minor,3/4,fast,"slurs,string crossings,extensions",7,g# minor,,,,Etude,Rode - 24 Caprices
Caprice No. 13,Rode,Gb major,4/4,moderate,"legato,slurs",7,Gb major,,,,Etude,Rode - 24 Caprices
Caprice No. 14,Rode,Eb minor,4/4,"slow,fast","legato,slurs,string crossings",7,eb minor,,,,Etude,Rode - 24 Caprices
Caprice No. 15,Rode,Db major,3/8,fast,"large string crossings,detaché,staccato",7,db major,,,,Etude,Rode - 24 Caprices
Caprice No. 16,Rode,Bb minor,2/4,moderate,"legato,slurs,trills,double stops,thirds",7,Bbm,,,,Etude,Rode - 24 Caprices
Caprice No. 17,Rode,Ab major,2/4,fast,spiccato,7,AbM,,,,Etude,Rode - 24 Caprices
Caprice No. 18,Rode,F minor,3/8,fast,"detaché,string crossings,uneven bowing patterns",7,Fm,,,,Etude,Rode - 24 Caprices
Caprice No. 19,Rode,Eb major,6/8,moderate,"double stops,legato,extensions,octaves,string crossings,slurs",7,Eb major,,,,Etude,Rode - 24 Caprices
Caprice No. 20,Rode,C minor,4/4,slow,"double stops,legato,extensions,left hand articulation,runs",7,"Cm, very fast pattern",,,,Etude,Rode - 24 Caprices
Caprice No. 21,Rode,B major,3/4,moderate,"staccato,hooked staccato,large string crossings",7,BbM,,,,Etude,Rode - 24 Caprices
Caprice No. 22,Rode,G minor,3/8,fast,"detaché,string crossings,uneven bowing patterns,metrically offset slurs",7,Gm,,,,Etude,Rode - 24 Caprices
Caprice No. 23,Rode,F minor,4/4,moderate,"thirds,slurs,double stops,metrically offset slurs",7,,,,,Etude,Rode - 24 Caprices
Caprice No. 24,Rode,D minor,3/4,"moderate,fast","chords,detaché,trills,arpeggios",7,Dm,,,,Etude,Rode - 24 Caprices
Etude No. 1,Fiorillo,C minor,4/4,"slow,fast","legato,marcato,arpeggios,string crossings,extensions",6,is this really marcato? ,,,,Etude,Fiorillo - 36 Caprices
Etude No. 2,Fiorillo,Bb major,4/4,slow,"trills,double trills,staccato,polyphony",7,trills with other moving line,,,,Etude,Fiorillo - 36 Caprices
Etude No. 3,Fiorillo,C major,4/4,fast,upbow staccato,6,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 4,Fiorillo,C major,4/4,moderate,"thirds,spiccato,double stops,polyphony,chords",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 5,Fiorillo,Bb major,6/8,moderate,"octaves,slurs,string crossings",7,using fifths for good intonation of octaves?,,,,Etude,Fiorillo - 36 Caprices
Etude No. 6,Fiorillo,Eb major,2/4,moderate,"trills,staccato",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 7,Fiorillo,Bb major,2/4,"slow,moderate","legato,grace notes",6,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 8,Fiorillo,G minor,4/4,slow,"legato,slurs",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 9,Fiorillo,G major,4/4,fast,"staccato,arpeggios,uneven bowing patterns",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 10,Fiorillo,D major,4/4,fast,"staccato,arpeggios,large string crossings,metrically offset slurs",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 11,Fiorillo,D major,4/4,moderate,"detaché,trills,arpeggios,retain position,metrically offset slurs",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 12,Fiorillo,D major,4/4,moderate,"staccato,metrically offset slurs,slurs,string crossings",7,metrically offset slurs should be a category,,,,Etude,Fiorillo - 36 Caprices
Etude No. 13,Fiorillo,Bb major,3/8,moderate,"shifting,slurs,octaves,string crossings,arpeggios,sul a",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 14,Fiorillo,C minor,4/4,slow,"sul g,legato",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 15,Fiorillo,G minor,4/4,fast,"staccato,hooked staccato,metrically offset slurs",6,variable bowing,,,,Etude,Fiorillo - 36 Caprices
Etude No. 16,Fiorillo,A minor,4/4,fast,"staccato,arpeggios,upbow staccato,metrically offset slurs",6,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 17,Fiorillo,G major,2/4,slow,"thirds,sixths,upbow staccato,polyphony",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 18,Fiorillo,G major,4/4,moderate,"staccato,thirds,octaves,tenths",7,it’s REALLY thirds,,,,Etude,Fiorillo - 36 Caprices
Etude No. 19,Fiorillo,G minor,2/4,moderate,"detaché,chromatic scales,upbow staccato,slurs,uneven bowing patterns,metrically offset slurs",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 20,Fiorillo,A major,4/4,moderate,"slurs,string crossings,extensions,bariolage",7,believe this is true bariolage,,,,Etude,Fiorillo - 36 Caprices
Etude No. 21,Fiorillo,A major,4/4,moderate,ricochet,7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 22,Fiorillo,A minor,3/4,slow,"legato,large string crossings,shifting",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 23,Fiorillo,A minor,3/4,fast,"slurs,string crossings,chords,bariolage,extensions,sul d,sul a,uneven bowing patterns",7,,,,,Etude,Fiorillo - 36 Caprices
Etude No. 24,Fiorillo,A major,4/4,fast,"octaves,string crossings,tenths,slurs,unisons,uneven bowing patterns",7,,,,,Etude,Fiorillo - 36 Caprices
